80 Steps to Jonah (1969),"Rooney, Mickey (I)","Conley, Joe","Dale, Fred (I)","Newton, Wayne","Kahane, Jackie","Bacon, James","Schuller, Frank","Cruz, Brandon","Mineo, Sal","Bendixen, Holger","Patrick, Butch","Cross, Dennis","Quinn, Teddy","Hamilton, Don (II)","Pickens, Slim (I)","Denton, Coby","Angustain, Ira","Armstrong, R.G.","Wynn, Keenan","Mathews, Susan","Van Fleet, Jo","Tobin, Michele","Martens, Lilly","Ewing, Diana","Moran, Erin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Battle for the Planet of the Apes (1973),"Williams, Paul (III)","Akins, Claude","Knight, Andy (II)","Keen, Noah","Landis, John (I)","Porter, Bobby","Ayres, Lew","Darden, Severn","Bacon, James","Eastham, Richard","Stearns, Michael (I)","Stevens, Paul (I)","Wilson, Cal (I)","Huston, John (I)","Cardi, Pat","McDowall, Roddy","Stoker, Austin","Camp, Colleen","Lowe, Heather (I)","Trundy, Natalie","Nuyen, France",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Benny Goodman Story, The (1955)","Hampton, Lionel","James, Harry (I)","Wilson, Teddy (II)","Erman, John","Green, Urbie","Menken, Shepard","Russin, Babe","Clarke, Robert (I)","Faylen, Frank","Tannen, Charles (I)","Kasday, David","Givot, George","Averback, Hy","Ory, Kid","Simon, Robert F.","Getz, Stan","Allen, Steve (I)","Reuss, Alan","Graff, Wilton","Pollack, Ben","Davis Sr., Sammy","Essler, Fred","Strong, Frank D.","Krupa, Gene","Kruschen, Jack","Kapp, Richard","Winslow, Dick","Anderson, Herbert","Elman, Ziggy","Ray, Buddy","Truex, Barry","Clayton, Buck","Gersten, Berta","Reed, Donna","Tilton, Martha",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Bermuda Triangle, The (1979)","Jackson, Ron (I)","Crandall, Brad","Logan, James (I)","Kenney, Joel","St. George, Clement","Fry, Ed","Van Dalsem, Michael","Mattingly, Hedley","Vanders, Warren","Jordan, Harlan","Albee, Donald","Manzel, Paul","Houde, Joe","Kemmerling, Warren J.","Leiber Jr., Fritz","Seale, Oliver","Bishop Jr., Howard W.","Magruder, Robert","Holmes, Leland","Herskowitz, Brian","Ellzey, David (I)","Schulze, Kimo","Pochna, John","Hibbard, Robert","Farrell, Steve (I)","Davis, Vince (I)","Morshower, Glenn","Frank, Tony","Hall, Albert (I)","Galt, John William","Bohner, R.J.","Todd, Jeremiah","Munson, Warren","Sahm, David","Bohan, John (I)","Rasulala, Thalmus","Bisman, Larry","Dhooge, Desmond","Roberts, Arthur (II)","Houston, Charles E.","Wyse, Don (I)","von Franckenstein, Clement","Matts, Tom","Wiseman, Don (I)","Wiggins, Jim (I)","Mills, Richard M.","Glanfield, Michael","Kendrick, Tommy G.","Ferguson, Bobbie","Galvan, Anne","Roker, Roxie","Berlitz, Lin","Turner, Vickery","Medin, Harriet",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Beyond and Back (1978),"Adix, Vern","Clayton, Hyde","Keefer, Norman","Crandall, Brad","Carroll, William (I)","Keefer, Norm","Cannaday, Richard","Chandler, David (IV)","Falcone, Stewart","Lockhart, Anne (I)","Capel, Maxilyn","Daniel, Elaine","Bishop, Linda","Davis, Lori (II)","Rowland, Beverly","Osterloh, Shelley","Noyes, Jan","Bylund, Janet","Pappas, Lucia",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Big Beef at the O.K. Corral (1974),"Mann, Larry D.","Holt, Bob",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Black Moses of Soul, The (1973)","Hayes, Isaac",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black Rodeo (1972),"Purefoy, Nat","Watson, Rocky","Jackson, Nelson","Peet, Alfred","Thomas, James (V)","Goodman, Sandy (II)","Heura, Reuben","Knight, Pete","Richardson, Skeets","Ali, Muhammad","Rogers, Marval","Fields, Moses","Fields, Cornell","Hayes, Gordon (III)","Strode, Woody","Prophet, Chris","Wycoff, Archie","Gonzalez, Clarence","Young, Sandra (I)","Eason, Joanne","Bramwell, Lisa","Wright, Dorothy (II)","Bramwell, Betsy",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Black Stallion, The (1979)","Axton, Hoyt","Karlsen, John","Hudson, Don (I)","Higgins, Michael (I)","Burton, John (III)","McNamara, Ed (I)","Buchanan, John (IV)","Larbi, Doghmi","Rooney, Mickey (I)","Dahlgren, Tom","Muse, Clarence","Tozzi, Fausto","Cousins, Frank","Reno, Kelly (I)","Trieste, Leopoldo","Maitland, Marne","Vigard, Kristen","Garr, Teri",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blackbeard's Ghost (1968),"Ustinov, Peter","Foulger, Byron","Deacon, Richard (I)","Murdock, George (I)","Glass, Ned","Thordsen, Kelly","Baker, Joby","Reid, Elliott","Grabowski, Norman","Arnold, Phil (I)","Russell, Bing","Carney, Alan","Jones, Hank (I)","Faye, Herbie","Markland, Ted","Fawcett, William","Brill, Charlie","Vigran, Herb","Montgomery, Ralph","Conrad, Michael (I)","Genge, Paul","Bradley, Paul (I)","Lamb, Gil","Nova, Lou","Reese, Ray","Harvey, Harry (II)","Jones, Dean (I)","Collier, Richard (I)","Baker, Elsie","Lanchester, Elsa","Minner, Kathryn","Taft, Sara","Bronson, Betty","Flynn, Gertrude","Pleshette, Suzanne",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blair Witch Mountain Project, The (2002)","Juttner, Christian","Steinlen, Andy","Geiger, Kirk (II)","Downs, Dermott","Savage, Brad (I)","MacMinn, Geordie","Eisenmann, Ike (II)","Bakalyan, Richard","Taraborrelli, J. Randy","Levy, Hope","Eriksen, Robin","Richards, Kim (I)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blizzard (2003),"Triska, Jan","Carlson, Len","Bristow, Leif","Joyette, Demetrius","O'Hara, Aidan (I)","Bates, Paul (VIII)","Daniels, Tony","Burton, LeVar","Buckle, Josh","Dale, J. Miles","Plummer, Christopher (I)","Byers, Jackie","Nicholsen, J.D.","Smart, Lee","Whitaker, Jonathan","Yearwood, Richard","Wilson, Jonathan","Rendall, Mark","Pollak, Kevin","Johnston, Gary (III)","Blethyn, Brenda","Pisana, Jennifer","Summer, Cree","Goldberg, Whoopi","Bristow, Brittany","Fulford, Wendii","Warner, Zoe","Morgenstern, Stephanie","Hennessy, Ellen-Ray",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blood Beast Terror, The (1968)","Mundell, Michael","Anderson, Leslie (I)","Flemyng, Robert","Cain, Simon","Colley, Kenneth","Edwards, Glynn","Cushing, Peter","Wentworth, Robin","Lyell, David","Maxwell, William (I)","Russell, Drew (I)","Hudd, Roy","Stoney, Kevin","Evans, Roy (I)","Cawdron, Robert","Wilde, William","Paul, John (I)","Pitt, Norman","Martin, John Scott","Napier, Russell","Griffin, David (I)","Rogers, Malcolm (I)","Ingram, Joan","Howard, Vanessa","Cooke, Beryl","Shepherd, Honor","Ventham, Wanda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blue Bird, The (1976)","Popov, Oleg (I)","Lookinland, Todd","Vitsin, Georgi","Cole, George (I)","Shcherbakov, Yevgeni","Morley, Robert (I)","Bardsley, Grant","Nevedomsky, Leonid","Geer, Will","Andrews, Harry","Pearson, Richard (II)","Warner, Steven (I)","Lewis, Russell (III)","Kaufman, Monique","Bogdanova-Chesnokova, Glikeriya","Tyson, Cicely","Kensit, Patsy","Fonda, Jane","Gardner, Ava","Pavlova, Nadezhda","Washbourne, Mona","Mannion, Anne","Taylor, Elizabeth (I)","McLellan, Pheona","Ganibalova, Valentina","Terekhova, Margarita",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blue Racer Blues (1972),"Holland, Tom (II)","Mann, Larry D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blue Water, White Death (1971)","Jonklaas, Rodney","Taylor, Ron (VI)","Waterman, Stan","Lake, Peter (I)","Taylor, Valerie (II)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Blutigen Geier von Alaska, Die (1973)","Bülau, Kurt","Boman, Mirko","McClure, Doug (I)","Konjhodzic, Fahro","Reincke, Heinz","Baloh, Miha","Löwitsch, Klaus","Ivezic, Ilija","Spoljar, Branko","Goric, Voyo","Leipnitz, Harald","Stimac, Ivan","Krstulovic, Vlado","Blanco, Roberto (I)","Medar, Vladimir","Nel, Kristina","Ott, Angelica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bridgework (1970),"Weinrib, Lennie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brief History of Time, A (1991)","Berry, Gordon (I)","Wheeler, John (VI)","Powney, Derek","Whitt, Brian","Taylor, John (V)","Berman, Robert (I)","Hawking, Stephen","Carter, Brandon (I)","Sciama, Dennis","Penrose, Roger","Page, Don (I)","Laflamme, Raymond","King, Basil (II)","Isham, Christopher","Thorne, Kip","Dix, Norman","Humphrey, Janet","Hawking, Mary","Hawking, Isobel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brother Bear (2003),"Duncan, Michael Clarke","Johnson, B. Wyatt","Logan, Rick","Wheaton, Willie","Johnson, Ben (XVII)","Van Hook, Lamonte","Phoenix, Joaquin","Cesar, Darko","Thomas, Dave (I)","Crenshaw, Randy","Robinson, Bumper","Pinney, Patrick","Proctor, Phil","Kawagley, Angayuqaq Oscar","Wood, Terry (I)","Waters, Oren","Mertens, Tim","Mastrogiorgio, Daniel","Farmer, Bill (I)","Raize, Jason","Bergen, Bob","White, Fred (II)","Sweeney, D.B.","Johnson, Luke (III)","Bumpass, Rodger","Christie, Paul (I)","Moranis, Rick","Suarez, Jeremy","Young, Terry (IV)","Posehn, Brian","Finney, Trey","Gould, Harold (I)","Proops, Greg","Powell, Josef","McCuller, Arnold","Keys, Amy","Waters Tillman, Julie","Adlon, Pamela","Anderson, Maxi","Lynn, Sherry (I)","Anderson, Caitlin Rose","McGowan, Mickie","Waters Willard, Maxine","Darling, Jennifer","Carter, Carmen","Harris, Estelle","Levy, Hope","Derryberry, Debi","Copeland, Joan","Johnson, Bethany","Perrette, Pauley","Stevens-Logan, Susie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brother of the Wind (1973),"Robinson, Dick (I)","Ames, Leon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brother, Cry for Me (1970)","Adler, Jay","Drexel, Steve","Davalos, Richard","Kahana, Kim","Pennell, Larry","Caruso, Anthony (I)","Parrish, Leslie (I)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Brothers O'Toole, The (1973)","Rufus Krisp Ensemble, The","Mullancy, Ed","Claassen, Ted","Oakley, William (II)","White, Jesse (I)","Murray, Leland","Porter, Vern (I)","Knudson, Harlan","Inge, Leon","Tessler, Gary","Jones, Noomis","Jury, Richard","Conried, Hans","Astin, John","Joslyn, Allyn","Hampton, Jacques","Dell, Charlie (I)","Carlson, Steve (I)","Erdman, Richard (I)","Meriwether, Lee","Fuller, Francelle","Barry, Miranda (II)","Carroll, Pat (I)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Buckskin (1968),"Sullivan, Barry","Riordan, Robert","Arlen, Richard","Michenaud, Jean-Michel","Corey, Wendell","Chandler, George (I)","Littler, Craig","Mitchell, James X.","Meyer, Emile","Russell, John (I)","Williams, Bill (I)","Aleong, Aki","Chaney Jr., Lon","MacLane, Barton","Larrain, Michael","Gordon, Leo (I)","Johnson, Leroy (II)","Thiess, Manuela","Caulfield, Joan","Hale, Barbara",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cleopatra (1963),"Faulds, Andrew","Allen, Ronald (I)","Frederick, John (II)","Benson, Martin (I)","Forster, Peter (I)","Landau, Martin","Currie, Finlay","Alderton, John","Loddi, Loris","Russel, Del","O'Connor, Carroll","Harrison, Rex (I)","John, Rupert","Karlsen, John","Alvar, John","Nacinovic, Boris","Cronyn, Hume","Stephens, Robert (I)","O'Sullivan, Richard (I)","McDowall, Roddy","Haigh, Kenneth","Doucette, John","Billa, Salvatore","Kemp, Jeremy (I)","Aslan, Grégoire","Berghof, Herbert","Cole, George (I)","Steen, Mike (I)","Bailly, Michèle","Hordern, Michael","Grant, Peter (III)","Pepper, John","Meniconi, Furio","Llewelyn, Desmond","Keir, Andrew","Gayford, John","Martocci, Luigi","Naismith, Laurence","Hoyt, John (I)","Wilmer, Douglas","Wright, Ben (I)","Mizrahi, Simon","Cairney, John","Burton, Richard (I)","Nash, Kenneth (I)","Maitland, Marne","Taylor, Jack (II)","Gwynn, Michael","Danova, Cesare","Berti, Marina","Cooley, Isabel","Welles, Meri","Annis, Francesca","Welch, Elisabeth","Taylor, Elizabeth (I)","Lee, Margaret (II)","Scarnati, Sandra","Meiken, Gesa","Pitagora, Paola","Badmajew, María","Lane, Maureen","Chan, Jacqui","Marsh, Jean","Devereux, Marie","Montenegro, Violeta","Anderson, Audrey (I)","Galicia, María Luz","Watford, Gwen","Caruso, Bruna","Martin, Kathy (I)","Brown, Pamela (I)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Endurance: Shackleton's Legendary Antarctic Expedition, The (2000)","Shackleton, Jonathan","Huntford, Roland","Keith, Ron","McNeish, Tom","Prebble, Simon","De Carvalho, Drew","Ricketts, Paul (I)","Wordie, Peter","Ayer, Julian","Neeson, Liam","Stuart, Ian (IV)","Cox, John Henry","Shackleton, Ernest","Cale, David","Crossley, Steven","Hawksley, Dominic","d'Arcy James, Brian","Blackborow, John","Crean O'Brien, Mary",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fantástico mundo del doctor Coppelius, El (1966)","Brancaleoni, Elvezio","Slezak, Walter","Miskovitch, Milorad","Dodd, Richard (II)","Prendes, Luis","Eaton, James (V)","Selling, Caj",Terry-Thomas,"Bogado, Aurelio","Elliott, Eileen (I)","Wen Yen, Maria Lu","Rojas, Carmen (I)","Corday, Claudia","Holter, Chris (I)","Petrowsky, Xenia","Garrison, Kathleen","Cravey, Clara","Rusmin, Veronica","Brown, Kathy Jo","Held, Victoria","Kapner, Sharon","Bellak, Marcia","Villarroya, Helena","Morris, Monica",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fastest Tongue in the West (1971),"Holland, Tom (II)","Diamond, Don","Mann, Larry D.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fat in the Saddle (1968),"Stafford, Grace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Fish Story, A (1972)","Frees, Paul","Stafford, Grace",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fistic Mystic (1969),"Storch, Larry",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flight of the Doves (1971),"O'Donovan, Frank","Cauldwell, Brendan","Hickey, Tom (I)","Bergin, Emmet","Molloy, John (I)","Keogh, Des","Keegan, Barry","O'Brian, Nial","Cahill, Joe","Purcell, Noel","Wild, Jack (I)","Moody, Ron","Holloway, Stanley","Toibin, Niall","Rushton, William","O'Reilly, Brendan (I)","Walsh, Ronnie","Irwin, Tom (I)","Raye, Helen","McGuire, Dorothy (I)",Dana (I),"Mullen, Clare (I)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flight of the Pteranodon (1999),"Charlton, Jeffrey","Pniewski, Mike","Bellury, Anna","Cardea, Diane","Blazynski, Sandra",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Flim-Flam Man, The (1967)","Salmi, Albert","Pickens, Slim (I)","Mitchell, George (II)","Parfrey, Woodrow","Ose, Jay","Van Sickel, Dale","Baker, Jesse (I)","Sarrazin, Michael","Guth, Raymond","Scott, George C.","Martin, Strother","Morgan, Harry","Albertson, Jack","Ghostley, Alice","Lyon, Sue",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Flipper (1963),"Halpin, Luke","Higgins, Joe","White, Robertson","Applewhite, George",Flipper,"Connors, Chuck (I)","Scott, Connie","Maguire, Kathleen","Rose, Jane (I)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How Sweet It Is! (1968),"Scotti, Vito","Knatz, Nikita","Silver, Johnny","Talbot, Ogden","Brooke, Walter","Ross, Christopher (I)","Conforti, Gino","Lynde, Paul","Martino, John (I)",Terry-Thomas,"Aretsky, Bert","Silo, Jon","Homel, Bob","Diamond, Don","French, Michael (I)","Dalio, Marcel","Garner, James","Losby, Donald","Colvin, Jack","Cattani, Rico","Ronet, Maurice","Hankin, Larry","Kent, Lenny","Riggio, Jerry","Jackson, Jenie","Litis, Marti","French, Leigh","Ross, Myrna","Carey, Lynn","Nelson, Margot","Meredith, Susan","Regan, Patty","Babcock, Peggy","Verdugo, Elena","Moran, Erin","Cintron, Sharon","Duncan, Margie","White, Marilyn","Braverman, Patti","Parness, Arlene","Reynolds, Debbie (I)","Rozier, Shiva","Messina, Terry","Bruck, Bella","Fridolfs, Jenny","Michael, Mary","Bradley, Bea","Fuller, Barbra","O'Brien, Mary (IV)","Dayne, Marjorie","Marshall, Penny (I)","Anders, Luana","Darc, Katherine","Hay, Alexandra","Guilbert, Ann Morgan","Thompson, Hilary","Menzies, Heather","Williams, Mese","O'Reilly, Erin","Leighton, Sheila","Hunter, Julie (I)","Bruce, Eve","Gwynne, Rori",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How the West Was Won (1962),"Curtis, Ken (I)","Tamblyn, Russ","Perkins, Red","Roberson, Chuck","Harvey, Barry (I)","Briggs, Charlie","Sayre, Jeffrey","Peck, Gregory","Bryar, Paul","Gorss, Sol","Swenson, Karl","Devine, Andy (I)","Bouchey, Willis","Allen, Mark (I)","Sawyer, Joe","Holmes, Jerry (I)","Pennick, Jack","McKinley, J. Edward","Wayne, John (I)","Jenson, Roy (I)","Flippen, Jay C.","Reed, Walter (I)","Banas, Robert","Widmark, Richard","Perkins, Gil (I)","Van Cleef, Lee","Peppard, George","Griffith, James (I)","Acosta, Rodolfo (I)","Wellman Jr., William","Johnson, Claude","Brennan, Walter","Owen, Tudor","Young, Carleton","Preston, Robert (I)","Ross, Jamie (I)","Stewart, James (I)","Damler, John","Wallach, Eli","Dark, Christopher","Shaughnessy, Mickey","Dibbs, Kem","Brian, David","Terrell, Ken","Burke, Walter","Parry, Harvey","Larch, John","Monty, Harry","Duncan, Craig (I)","Cobb, Lee J.","Elk Sr., Ben Black","Sundberg, Clinton","Stanton, Harry Dean","Massey, Raymond (I)","Fonda, Henry","Russell, Bryan","Henry, William (I)","Roth, Gene","Lambert, Jack (I)","Romito, Victor","Greenway, Tom","Sands, Danny","Livingston, Stanley","Nash, Robert (I)","Tracy, Spencer","Malden, Karl","Morgan, Boyd 'Red'","Morgan, Bob (I)","Osmond, Cliff","Red Bow, Buddy","Charney, Kim","Morgan, Harry","Wilson, Harry (I)","Moorehead, Agnes","Baker, Carroll","Archuletta, Beulah","Ritter, Thelma","Bazlen, Brigid","Burson, Polly","Jones, Carolyn (I)","Reynolds, Debbie (I)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
How to Frame a Figg (1971),"Herbert, Pitt","Nisbet, Stuart","Fennelly, Parker","Millhollin, James","Checco, Al","Zuckert, Bill","Tanner, Clay","Archer, John (I)","Flynn, Joe (I)","Quillan, Eddie","Kirby, Bruce","Rubin, Benny","Quinn, Bill (I)","Welker, Frank","Sands, Billy","Hastings, Bob (I)","Andrews, Edward (I)","Knotts, Don","Lieb, Robert P.","Joyce, Elaine (I)","Craig, Yvonne","Bentley, Savannah","Lorde, Athena","DeWitt, Fay",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
