80 Steps to Jonah (1969),"Rooney, Mickey (I)","Conley, Joe","Dale, Fred (I)","Newton, Wayne","Kahane, Jackie","Bacon, James","Schuller, Frank","Cruz, Brandon","Mineo, Sal","Bendixen, Holger","Patrick, Butch","Cross, Dennis","Quinn, Teddy","Hamilton, Don (II)","Pickens, Slim (I)","Denton, Coby","Angustain, Ira","Armstrong, R.G.","Wynn, Keenan","Mathews, Susan","Van Fleet, Jo","Tobin, Michele","Martens, Lilly","Ewing, Diana","Moran, Erin",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Singin' in the Rain (1952),"Fuller, Lance","Kasday, David","Bates, Jimmy","Sharpe, David (I)","Heremans, Jean","Grant, A. Cameron","Dodsworth, John","Thompson, Jimmy (IV)","Hyers, Frank","Albright, John (I)","Foulk, Robert","Saunders, Russell (II)","Maxey, Paul","Fowley, Douglas","Lester, William (I)","James, Ivor (I)","Regan, Charles (I)","Hamel, William","George, Jack (I)","Strobach, Ben","Kelly, Gene (I)","Ross, Dennis (I)","Davidson, Bert (I)","Logan, John (II)","Emory, Richard","Salata, Paul","Dayo, Robert","Fields, Don (III)","Milletaire, Carl","Hawkins, Timmy","Lontoc, Leon","Gardner, Jon (I)","Watson, Bobby (I)","Henson, Dean","Datig Jr., Fred","Kelly, Jimmy","York, Adam (I)","Dunham, Phil","Williams, Robert (I)","Holmes, Stuart","Evans, Charles (IV)","Conway, Pat (II)","Collins, Chick","Schallert, William","O'Connor, Donald","Foster, Dan (I)","Hulbert, Don","Pinson, Allen","Chatham, Bill (II)","Flatt, Ernie","McGovern, Johnny","Donovan, King","Sullivan, Brick","Tenbrook, Harry","Murray, Forbes","Mitchell, Millard","Farrell, Tommy","Dugan, Michael (I)","Sutherland, Allen","Leicester, William","Pollard, 'Snub'","Poulis, Angi O.","Walker, Tommy (I)","Lerner, Diki","Wood, Wilson","Rocke, Anthony","Gallagher, Glen","Cody, Harry (I)","Blair, David (IV)","Mell, Joseph","Jones, Morgan (II)","Lewin, Bill","Lally, Mike (I)","Fortier, Robert (I)","Tannen, Julius","Clark, Lyle","Carter, Gwen (II)","Blake, Madge","Clarke, Mae","Gorman, Inez","Lewis, Sylvia","Jackson, Pat (IV)","Glickman, Shirley","Packard, Ruth","Denise, Patricia","Patrick, Dorothy","Horne, Joyce","Landon, Judy","Coyne, Jeanne","Becker, Marcella","Neyland, Anne","Bert, Margaret","Gray, Marion","Allen, Betty (II)","Rickert, Shirley Jean","Reynolds, Debbie (I)","Moore, Gloria","Arlen, Bette","McCrea, Ann","Maloney, Joan","Gray, Beatrice","Ardell, Marie","Allen, Sue (I)","Charisse, Cyd","Eby-Rock, Helen","Leon, Peggy","Garrett, Diane","Lansing, Joi","Washburn, Audrey","Robinson, Joey (II)","Saunders, Audrey","Robinson, Joette","Kayne, Jan","Lavis, Janet","Stewart, Elaine (I)","Elliott, Marietta","Hannon, Betty","Rio, Joanne","Deslys, Kay","Lee, Virginia (III)","Lopez, Shirley","Scott, Betty (II)","Bonney, Gail","Freeman, Kathleen (I)","Flowers, Bess","Murray, Peggy (I)","McCarty, Dorothy","DeWerd, Gloria","Zimmer, Norma","Moreno, Rita (I)","Turnell, Dee","Erbes, Betty","Hagen, Jean","Gail, Jeanne","Moore, Marilyn (IV)","Meyers, Sheila","Addams, Dawn"
Sleeping Beauty (1959),"McKennon, Dal","Ravenscroft, Thurl","Colvig, Pinto","Holmes, Taylor","Thompson, Bill (I)","Miller, Marvin (I)","Candido, Candy","Amsbery, Bill","Shirley, Bill","Allen, Barbara Jo","Costa, Mary","Felton, Verna (I)","Audley, Eleanor","Luddy, Barbara",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sleeping Beauty (1987),"Holliday, David (I)","Anstey, Shone","Levit, Bob","Ben-Sira, Ya'ackov","Bee, Joseph","Chagrin, Julian","Clay, Nicholas (I)","Baker, Kenny (I)","Ophir, Shaike","Phillips, Jonathan (I)","Schneider, Michael (I)","Tsadok, Esty","Borisov, Igor","Efroni, Yehuda","Segev, Danny","Welch, Tahnee","Revach, Shula","Le Beau, Bettina","Fairchild, Morgan","Slavik, Daniela","Uziely, Yael","Rooduyn, Marjolein","Porat, Orna","Berlin, Susan","Avigdor, Amit","Miles, Sylvia","Grossman, Liora","Brackman, Bruria","Wiedlin, Jane","Chagrin, Rolanda","Eyal, Sharon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
That Darn Cat! (1965),"Jones, Dean (I)","Wynn, Ed","Demarest, William","Dorrell, Don","Lessy, Ben","Lowell, Tom (I)","Gorshin, Frank",Syn,"McDowall, Roddy","Blake, Larry J.","Held, Karl","Sullivan, Liam (I)","Blakely, Gene","Deacon, Richard (I)","Brand, Neville","Eastham, Richard","Provine, Dorothy","Adrian, Iris","Mills, Hayley","Lanchester, Elsa","Hall, Grayson",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
That Lady from Peking (1975),"Carver, Peter","Oliver, Tom (I)","Thompson, Jack (I)","Evis, Brian","Melton, Sid","Weingott, Owen","Bruning, Robert","Rouse, Graham","Warwick, John (I)","Golsby, Kevin","Bellinger, Mike","Reid, Don (I)","Betz, Carl","Rydell, Bobby","Armstrong, Peter (I)","Ingersent, Anthony","Moll, Brian (I)","Sugg, Penny","Gore, Sandy","Jarett, Susan","Turner, Niki (I)","Kwan, Nancy","Benet, Vicki","Fong, Robyn","Cracknell, Ruth","Lynd, Eva",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
That's Dancing! (1985),"Richards, Jeff (I)","Nelson, Gene (I)","d'Amboise, Jacques","Martin, Dean (I)","Jackson, Michael (I)","Abbott, Tommy","Feld, Eliot","Bean, David (I)","Teague, Anthony 'Scooter'","Talbot, Lyle","Travolta, John","Smith, Tucker (I)","Berkeley, Busby","Mordente, Tony","Daniels, Leroy","O'Connor, Donald","McDonald, Ray (I)","Bolger, Ray","Mitchell, James (I)","Blue, Monte","Kidd, Michael","Cagney, James","Mattox, Matt","Johnson, Van (I)","Rooney, Mickey (I)","Robinson, Bill (I)","Blore, Eric","Sinatra, Frank","Lorre, Peter (I)","Tamblyn, Russ","Montalban, Ricardo","Helpmann, Robert","Van, Bobby (I)","Iturbi, Jos√©","Gable, Clark","Powell, Dick (I)","Murphy, George (I)","Banas, Robert","Kelly, Gene (I)","Rall, Tommy","Dailey, Dan","Nureyev, Rudolf","Baryshnikov, Mikhail","Watson, Bobby (I)","Astaire, Fred","Taylor, Robert (I)","Ebsen, Buddy","Platt, Marc (I)","Brascia, John","Laskey, Charles","Skelton, Red","Michaels, Bert (I)","Evans, Harvey","Winters, David (I)","Massine, L√©onide","Haley, Jack (I)","Davis Jr., Sammy","Stewart, James (I)","Grant, Cary","Champion, Gower",Ann-Margret,"Garland, Judy (I)","Toumanova, Tamara","Powell, Eleanor (I)","Kelly, Paula (I)","Tashman, Lilyan","Haver, June","Moore, Annabelle","Temple, Shirley","Fuller, Loie","Waters, Ethel","Turner, Lana","McCracken, Joan","Ball, Lucille","Elg, Taina","Zorina, Vera","Powell, Jane (I)","Cara, Irene","Pavlova, Anna (I)","Williams, Esther (I)","Reynolds, Debbie (I)","Leigh, Vivien","Duncan, Isadora","Fonteyn, Margot","Day, Doris (I)","Champion, Marge","Trikonis, Gina","Carr, Betty","Shearer, Moira","Linn, Bambi","Lee, Ruta",Tarita (I),"Luckey, Susan","Kilgas, Nancy","D'Andrea, Carole","MacLaine, Shirley","Holliday, Judy","Minnelli, Liza","Miller, Ann (I)","Oakes, Susan","Gibson, Virginia","Doggett, Norma","DeHaven, Gloria","Beals, Jennifer (I)","Bremer, Lucille","Jahan, Marine","Caron, Leslie","Newmar, Julie","Crawford, Joan (I)","Shaw, Wini","Charisse, Cyd","Allyson, June","Bellini, Francesca","Keeler, Ruby","Haney, Carol",Vera-Ellen,,,,,,,,,,,,,,,,,,,,,
That's Entertainment! (1974),"King, Charles (I)","Morgan, Dennis (I)","Bolger, Ray","Chevalier, Maurice (I)","Stewart, James (I)","Munshin, Jules","O'Connor, Donald","Montgomery, Robert (I)","Gable, Clark","Ebsen, Buddy","Grant, Cary","Rooney, Mickey (I)","Sinatra, Frank","Eddy, Nelson","Keel, Howard","Tamblyn, Russ","Warfield, William","Durante, Jimmy","Haley, Jack (I)","Carpenter, Carleton","Damone, Vic","Lawford, Peter","Buchanan, Jack (I)","Johnson, Van (I)","McPhail, Douglas","Edwards, Cliff (I)","Martin, Tony (I)","Kelly, Gene (I)","Jones, Allan (I)","Jourdan, Louis (I)","Lahr, Bert","Nicholas, Harold","Lanza, Mario","Astaire, Fred","Crosby, Bing","Keaton, Buster","Nicholas, Fayard","Dale, Virginia (I)","Howell, Lottice","Bruce, Virginia","Stone, Paula (I)","Taylor, Elizabeth (I)","Grayson, Kathryn","Caron, Leslie","DeHaven, Gloria","Harlow, Jean","Hayes, Bernadene","Grey, Virginia","Williams, Esther (I)","Crawford, Joan (I)","Durbin, Deanna","Reynolds, Debbie (I)","Garrett, Betty","Horne, Lena","Dahl, Arlene","Miller, Ann (I)","Charisse, Cyd","Allyson, June","Totter, Audrey","Powell, Jane (I)","Marsh, Joan","Moorhead, Natalie","Armen, Kay","Powell, Eleanor (I)","Rogers, Ginger","Garland, Judy (I)","Krueger, Lorraine","O'Brien, Margaret (I)","Minnelli, Liza","MacDonald, Jeanette","Gardner, Ava",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
That's Entertainment! III (1994),"Kelly, Gene (I)","McDonald, Ray (I)","Astaire, Fred","Keel, Howard","Arthur, George K.","Young, Robert (I)","Rooney, Mickey (I)","Benny, Jack","Keaton, Buster","Monroe, Marilyn","Hepburn, Katharine","Dressler, Marie","Rainer, Luise","Dahl, Arlene","Crawford, Joan (I)","Lansbury, Angela","Lamarr, Hedy","Miller, Ann (I)","Lombard, Carole (I)","Moran, Polly","Williams, Esther (I)","Dodge Twins, The","Goddard, Paulette","Dietrich, Marlene","Grayson, Kathryn","Charisse, Cyd","Loy, Myrna","Shearer, Norma","Horne, Lena","MacDonald, Jeanette","Gardner, Ava","Garland, Judy (I)","Turner, Lana","McCracken, Joan","Allyson, June","Garbo, Greta","Harlow, Jean","Ball, Lucille","Davies, Marion","Five Locust Sisters, The","Powell, Eleanor (I)","Bergman, Ingrid (I)","Leigh, Vivien","Reynolds, Debbie (I)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"That's Entertainment, Part II (1976)","Levant, Oscar","Skelton, Red","Abbott, Bud","Gu√©tary, Georges","Marx, Groucho","Tracy, Spencer","Rall, Tommy","Wayne, David (I)","Gravey, Fernand","Drake, Tom (I)","Benchley, Robert","Armstrong, Louis (I)","O'Connor, Donald","Anderson, Eddie 'Rochester'","Benny, Jack","Jones, Allan (I)","Cagney, James","Weissmuller, Johnny","Ayres, Lew","Laurel, Stan","Shean, Al (I)","Fosse, Bob","Sinatra, Frank","Barrymore, Lionel","Buchanan, Jack (I)","Powell, William (I)","Durante, Jimmy","Crosby, Bing","Eddy, Nelson","Taylor, Robert (I)","Kelly, Gene (I)","Gable, Clark","Keel, Howard","Montgomery, Robert (I)","Grant, Cary","Costello, Lou","Stone, Lewis","Wynn, Keenan","Stewart, James (I)","Chevalier, Maurice (I)","Marx, Chico","Cahn, Sammy","McDowall, Roddy","Pidgeon, Walter","Astaire, Fred","Hardy, Oliver","Dailey, Dan","Calhern, Louis","Barrymore, John (I)","Young, Robert (I)","Van, Bobby (I)","Champion, Gower","Marx, Harpo","Colman, Ronald","Rooney, Mickey (I)","Tone, Franchot","Fields, W.C.","Douglas, Melvyn","Haney, Carol","O'Sullivan, Maureen","Kelly, Grace (I)","Leigh, Vivien","Caron, Leslie","Reynolds, Debbie (I)","Powell, Eleanor (I)","Harlow, Jean","Hepburn, Katharine","Waters, Ethel","Garland, Judy (I)","Dumont, Margaret","Turner, Lana","Garbo, Greta","Fabray, Nanette","Sothern, Ann","Grayson, Kathryn","Knight, June","Loy, Myrna","Garrett, Betty","Dressler, Marie","Verdon, Gwen","Korjus, Miliza","Charisse, Cyd","Williams, Esther (I)","MacDonald, Jeanette","Day, Doris (I)","Gingold, Hermione","Shore, Dinah","Horne, Lena","Rogers, Ginger","Holliday, Judy","Crawford, Joan (I)","Miller, Ann (I)","Hutton, Betty (I)","Garson, Greer","Champion, Marge","Taylor, Elizabeth (I)","Bennett, Constance (I)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Their Only Chance (1975),"Hoddy, Steve","Ruppel, Greg","Goddard, Ross","Ebert, Ken (II)","Goddard, Jack","Mahoney, Jock","Swaggerty, Jim","Lowe, Ron (I)","Jeffers, Chris","Watt, Mildred",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
They Fought Back! (2000),"Masur, Dr. Norbert","Schachter, Raphael","Karski, Jan","Hitler, Adolf","Gerron, Kurt",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tickled Pink (1968),"Blanc, Mel",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Tigger Movie, The (2000)","Sansom, Ken","Carel, Roger","Alane, Bernard","Pr√©jean, Patrick","Berland, Fran√ßois","Djanik, Henry","Hopkins, Nikita","Attenborough, Tom","Koch, Geoff","Fiedler, John (I)","Cullen, Peter (I)","Welker, Frank","Stojka, Andre","Crouzet, Roger","Donda, Jean-Claude","Lamamra, Wahid","Niovet, Paul","Cummings, Jim (I)","Hurt, John","Donda, Camille","Soucie, Kath","Poulain, Dominique","Chantal, Claudie","Pearl, Yael",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Time Machine, The (1960)","Young, Alan (I)","Cabot, Sebastian (I)","Chang, Wah","Bissell, Whit","Helmore, Tom","Frees, Paul","Taylor, Rod (I)","Skelly, James","Barran, Bob","Lloyd, Doris","Mimieux, Yvette","Powell, Josephine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Time to Remember, A (1987)","D'Orio, Joseph","Burns, Vincent J. (I)","Serra, Raymond","Brewer, Daniel (III)","Dimoleon, Paris","Mensch, Mark","Bertoni, Ricardo","O'Connor, Donald","Kakuk, Joseph","Makem, Tommy","Russo, Anthony (I)","Gomez, Ruben (I)","Case, Alison","Gardner, Suzanne (I)","Dickerson, Nadine","King, Morgana","Lee, Lorna",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tinerete fara batr√Ænete (1968),"Paladescu, Mihai","Petrut, Emanoil","Tugearu, Ion","Breazu, Mircea","Secareanu, Nicolae","Pogonat, Margareta","Stanescu, Carmen","Sz√©les, Anna",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Titanic (1997),"Mazin, Stan","Walsh, Brian (II)","Pettersson, Dan (I)","Holland, Erik","Truitt, Mark Rafael","Taylor, Rocky (I)","Füri, Thomas","Wilton, Garth","Owers, Kevin","Cash, Aaron James","Váldez, Francisco","Walcutt, John","Giger, Werner","Garber, Victor","Paxton, Bill","Jarvis, Martin","Laing, Martin (I)","Olsen, Bjørn (I)","Campolo, Bruno","Barry, Jason","Butters, Mike","Donachie, Ron","Thompson III, Reece P.","Ellis, Greg (II)","Tuohy, Liam","Wehmeyer, Stephen","Palter, Lew","Sagalevitch, Dr. Anatoly M.","Forsyth, Edmond Alan","Twigger, Stephen","Smith, Stephen Wolfe","Zane, Billy","Page, Oliver","Hislop, Scott","Lea, Derek","Kinnunen, Jari (I)","Francis, Romeo","Hyde, Jonathan","Lawlor, Sean","Cass, Marc","Brightwell, Paul","Howse, Sean","Anderson, Scott G.","Fox, Bernard (I)","Braeden, Eric","Cronnelly, David","Nepita, Sean","Lonsdale, Shep","Duffin, Shay","Dennen, Barry","Ling, Van","Murphy, Patrick (IV)","Fox, Richard (I)","Graham, Richard (I)","Chapman, Mark Lindsay","Herbert, Paul (IV)","Stewart, Ewan (I)","Meaney, Nick","Hub, Martin","De La Noy, Kevin","Szedlák, Ferenc","Hill, Bernard","Szedlák, Béla","Cascone, Nicholas","East, Martin","O'Neal, Mike (II)","Fletcher, Edward","Lancaster, James","Gruffudd, Ioan","Forestal, Terry","Baines, Brian","Phillips, Jonathan (I)","Kenny, Tony (I)","Cameron, James (I)","Ashton, Richard (II)","Trowbridge, R. Gern","Adkins, Seth (I)","Quale, Steven","Capri, Mark","Falk, Anders (I)","Nucci, Danny","James, Emmett","Cooke, Gregory (I)","Abernathy, Lewis","Connolly, Brendan (I)","Andersson, Kris","Crane, Simon (I)","DiCaprio, Leonardo","Evans-Jones, Jonathan","Byrne, Chris (I)","Martin, Johnny (I)","Urich, Vern","Cragnotti, Chris","Lynch, Don (II)","Garrett, James (IV)","Warner, David (I)","Ensign, Michael","Hasler, Lorenz","Kelly, Craig (II)","Joffroy, Rudy","Bates, Kathy (I)","Gaipa, Amy","Rose, Rochelle","Klingler, Rebecca","Brett, Fannie","Boyd, Alexandra","Winslet, Kate","Waddell, Alison","Morgan, Diana (II)","Waddell, Amber","Raven, Elsa","Kerns, Linda","Overbye Roos, Camilla","Hicks, Andie","O'Brien, Ellen (I)","Owens, Alexandrea","Amis, Suzy","Pardo, Barbarella (I)","Hunt, Samantha (I)","Ayres, Rosalind","Ratzin, Lisa","Garten, Jo Lynn","Dunn, Kathleen S.","Garten, Aimee Amanda","Fisher, Frances (I)","Prestininzi, Judy","Fletcher, Anne (II)","Stuart, Gloria","Goldstein, Jenette","Bates, Bobbie","Marino, Mandana","Landis, Laramie","Renee, Julene","O'Neil, Tricia","Chatton, Charlotte","Bourn, Dawn M.",
Toate p√Ænzele sus (1976),"Dron, Dorin","Ciobanu, Ilarion","Visu, Gheorghe","Alsec, Zephi","Besoiu, Ion","Rautu, Colea","Sofron, Cristian","Dichiseanu, Ion","Papaiani, Sebastian","Florescu, Jean Lorin","Giurumia, Aurel","Constantin, Jean (II)","Sz√∂nyi, Julieta",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Toy Story 2 (1999),"Pidgeon, Jeff","Hanks, Tom","Knight, Wayne (I)","Proctor, Phil","Peters, Andi","Lasseter, John","Rabson, Jan","Angel, Jack (I)","Harris, Jonathan (I)","Bergen, Bob","Stanton, Andrew (I)","Varney, Jim","Harnell, Jess","Allen, Tim (I)","Farmer, Bill (I)","Goulet, Robert","Shawn, Wallace","Ermey, R. Lee","Unkrich, Lee","Foley, Dave (I)","Ranft, Joe","Burton, Corey","Grammer, Kelsey","Morris, John (III)","Bumpass, Rodger","Fraley, Pat (II)","Ratzenberger, John","Rickles, Don","McGowan, Mickie","Sweeten, Madylin","Lynn, Sherry (I)","Bernstein, Sheryl","Harris, Estelle","Evans, Jessica (I)","Benson, Jodi","Little, Nicolette","Metcalf, Laurie","Davey, Rachel","Derryberry, Debi","Bergman, Mary Kay","Unkrich, Hannah","Schroeder, Carly","Cusack, Joan","Potts, Annie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trafic (1971),"Knepper, Tony","Ressel, Franco","Maisongrosse, Fran√ßois","Franval, Marcel","Zanuelli, Mario","Tati, Jacques","Bostel, Honor√©","Kimberly, Maria",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trail Mix-Up (1993),"Welker, Frank","Hirsch, Lou","Fleischer, Charles","Burton, Corey","Turner, Kathleen (I)","Winchell, April",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Train Ride to Hollywood (1975),"Oberlin, Bill","Gonneau, Peter","Mustin, Burt","Hughes, Whitey","Robins, Elliot","Draffen Jr., Willis","Williams, Harry (V)","Lennon Sr., Jimmy","Dandridge, Don","McCormick, Charles (I)","Payne, Michael (I)","Marks, Guy","Myhers, John","Lawrence, Jay (I)","Westmoreland, Bob","Ratray, Peter","Robinson, Jay (I)","Love, Charles","DeLeon, Jack (I)","Collins, Roberta","Reed, Tracy (I)","Reddick, Gerri","Willis, Ann","Davis, Phyllis","Milner, Jessamine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transylvania Mania (1968),"Smith, Hal","Harrington Jr., Pat","Miller, Marvin (I)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trap on Cougar Mountain, The (1972)","Larsen, Eric (I)","Larsen, Keith","Steele, Karen (I)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Travelin' Light (1971),"Jennings, Waylon","Knox, Buddy","Murphy, Audie",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Traviata, La (1982)","Best, Michael (I)","Cesti√®, Renato","Sommer, Robert (I)","Barbacini, Maurizio","Christopher, Russell","Ammirati, Tony","Brizi, Luciano","Vasilyev, Vladimir (V)","Domingo, Pl√°cido","Oneto, Ricardo","Monk, Allan","Vernon, Richard (IV)","Furlanetto, Ferruccio","Anthony, Charles (I)","MacNeil, Cornell","Bybee, Ariel","Cei, Pina","Journet, Dominique","Borni, Gabriella","Stratas, Teresa","Gall, Axelle","Maksimova, Yekaterina","Decker, Geraldine",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Treasure Island (1950),"Davies, David (II)","Wilkinson, Geoffrey (II)","Head, Bob","Arrow, Jack (I)","Jamieson, Harold","Truman, Ralph","O'Dea, Denis","Gregson, John (I)","Adcock, Chris","Brannigan, Paddy","Devlin, William","Locke, Harry","Sydney, Basil","Newton, Robert (I)","Keen, Geoffrey","Currie, Finlay","Kydd, Sam","Douglas, Howard","Fitzgerald, Walter","Buckle, Ken","Moran, Eddie (II)","Drummond, Reginald","Troughton, Patrick","Laurie, John (I)","Mulholland, Gordon","Jack, Stephen","O'Brady, Jim","Blackett, Andrew","Clark, Freddy","De Wolff, Francis","Kelly, Diarmuid","Phillips, Leo","Driscoll, Bobby","Lucas, Tom (II)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Trouble with Girls, The (1969)","Flory, Med","Snider, Duke","Teague, Anthony 'Scooter'","Rumery, Leonard","Zuckert, Bill","Price, Vincent (I)",Pacific Palisades High School Madrigals,"Parker, Brett (I)","Wagner, Mike (I)","Nichols, Robert (I)","Rubinstein, John","Schilling, Jerry","Herbert, Pitt","Welker, Frank","O'Neal, Kevin (I)","Coleman, Dabney","Carradine, John","Briles, Charles","Paris, William M.","Thompson, Charles P.","Andrews, Edward (I)","O'Brien, William H.","Brown, Pepe","Presley, Elvis","Esposito, Joe (I)","Pederson, Hal","Van Patten, Joyce","Olsen, Susan (I)","Winston, Helene","Garrett, Patsy","Rainey, Kathleen","Jones, Anissa","Mason, Marlyn","Jaffe, Nicole","Risk, Linda Sue","North, Sheree",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Zorro (1975 I),"Baker, Stanley","Rossi-Stuart, Giacomo","Albertini, Giampiero","Mas√©, Marino","Delon, Alain","Chiffre, Yvan",Moustache,"Cerusico, Enzo","Juri, Raika","Piccolo, Ottavia","Asti, Adriana",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
